Record #,Easting,Northing,Elev,Trend
,(m),(m),(m),(°)
1034,393067,5254615,765,112
1035,393179,5282749,816,97
1036,393259,5263777,772,60
1037,393292,5282738,815,109
1038,393396,5291632,753,29
1039,393471,5246715,731,28
1040,393472,5282645,813,140
1041,393602,5282549,814,108
1042,393770,5287209,748,127.7
1043,393791,5286589,751,43.1
1044,393791,5286589,751,43
1045,393837,5286643,749,57
1046,393999,5247658,782,99
1047,394093,5246582,732,52
1048,394172,5287178,744,127.9
1049,394229,5286832,744,133.6
1050,394264,5270446,806,52
1051,394302,5285249,738,171.4
1052,394304,5285369,738,7
1053,394324,5286500,738,158
1054,394345,5285127,738,159.2
1055,394390,5284884,739,142.7
1056,394422,5285476,740,5
1057,394477,5284737,738,133.4
1058,394489,5272870,790,152
1059,394664,5269048,787,56
1060,394700,5263660,727,71
1061,395188,5271144,808,75
1062,395225,5271150,807,90
1063,395227,5269268,789,56
1064,395256,5271148,806,119
1065,395293,5284682,735,97
1066,395371,5247556,780,56
1067,395488,5284451,766,120
1068,395507,5269970,802,109
1069,395570,5267193,757,84
1070,395605,5267277,760,84.8
1071,395606,5267277,760,86
1072,395788,5270501,787,0
1073,396019,5252066,736,69
1074,396254,5270294,784,90
1075,396370,5259002,775,15.8
1076,396390,5266705,777,128
1077,396399,5269933,782,108.7
1078,396427,5259173,777,5.2
1079,396432,5259270,776,358
1080,396451,5259392,779,20.4
1081,397031,5265604,750,90
1082,397053,5287267,736,129.3
1083,397093,5265592,750,109
1084,397159,5266225,748,64
1085,397221,5284988,736,115.1
1086,397239,5261068,759,171
1087,397292,5284585,737,74.1
1088,397424,5284587,732,96.7
1089,397436,5284609,732,95.8
1090,397438,5284872,737,108.3
1091,397540,5284575,734,86
1092,397552,5284616,733,88.6
1093,397586,5284621,734,78.8
1094,397741,5284623,731,97.3
1095,397743,5284634,731,99.8
1096,397775,5276974,775,10
1097,397879,5284724,730,64
1098,397894,5284730,730,59.5
1099,397914,5279171,733,51
1100,397986,5284758,728,89.4
1101,397997,5284760,728,88.9
1102,398043,5277129,772,15
1103,398136,5285007,720,87.4
1104,398173,5283464,724,107
1105,398280,5269966,738,61
1106,398344,5279199,764,159
1107,398365,5284653,708,79.9
1108,398371,5279064,765,165
1109,398437,5278918,734,158
1110,398446,5267791,740,119
1111,398464,5250222,725,32
1112,398474,5283275,723,128
1113,398679,5283153,725,148
1114,398680,5283150,725,146
1115,398683,5250826,726,35
1116,398737,5284402,732,124.7
1117,398756,5284392,731,122.1
1118,398778,5284287,731,129.9
1119,398790,5282837,722,156
1120,398937,5265049,752,124
1121,398940,5252785,731,26
1122,398946,5251901,727,77
1123,398991,5252865,730,17
1124,399054,5282092,710,150
1125,399056,5251256,721,33
1126,399060,5283991,731,137
1127,399199,5264816,752,143
1128,399241,5249365,719,79
1129,399277,5264694,751,150
1130,399329,5249353,720,122
1131,399428,5247751,729,41
1132,399494,5263516,749,12
1133,399514,5263728,748,1
1134,399561,5263824,750,16
1135,399772,5252880,737,65
1136,399862,5265314,753,5
1137,399874,5279059,740,119
1138,399877,5265234,754,159
1139,399905,5283279,711,57
1140,399984,5265533,758,24
1141,400054,5265644,758,24
1142,400076,5279207,726,109
1143,400096,5279185,727,126
1144,400096,5279185,727,128.7
1145,400135,5279161,727,147
1146,400152,5265236,754,157.3
1147,400197,5265298,754,20.4
1148,400391,5280452,706,115
1149,400462,5283300,714,178
1150,400479,5280382,707,105
1151,400519,5283127,713,8
1152,400521,5280394,707,109
1153,400524,5281750,714,172.14
1154,400570,5281621,714,133
1155,400609,5280391,708,97
1156,400639,5282181,711,110
1157,400683,5255075,725,21
1158,400689,5255493,730,18
1159,400760,5281219,715,129.7
1160,400824,5274589,704,89
1161,400840,5268454,757,160.8
1162,400884,5286834,720,17.4
1163,400982,5266751,757,46
1164,401074,5256201,732,45
1165,401201,5274605,707,79
1166,401221,5282440,713,119
1167,401267,5256198,730,45
1168,401410,5280154,707,51
1169,401416,5256404,731,62
1170,401438,5274680,706,70
1171,401455,5280244,706,48.8
1172,401532,5280291,709,40
1173,401538,5258056,731,4.8
1174,401598,5280330,710,30
1175,401599,5275194,704,49
1176,401648,5258504,734,17
1177,401656,5259294,738,177.6
1178,401659,5256439,731,48
1179,401672,5256688,732,46
1180,401685,5280533,709,110
1181,401753,5280557,713,105
1182,401753,5248356,792,62
1183,401812,5280515,710,95
1184,401903,5256133,734,165
1185,401967,5280515,706,92
1186,402062,5280476,701,89
1187,402176,5280472,698,103
1188,402188,5266324,744,128
1189,402198,5258638,734,40
1190,402218,5266465,744,120
1191,402286,5255746,733,91
1192,402315,5254515,777,65
1193,402367,5255517,733,23
1194,402368,5255659,733,168
1195,402475,5266330,743,131
1196,402535,5258926,739,119
1197,402635,5266242,741,120
1198,402909,5249804,793,53
1199,402967,5258957,729,6
1200,402994,5249745,793,47
1201,403039,5242551,819,29
1202,403065,5242927,814,166
1203,403191,5258700,732,101
1204,403192,5252424,811,60
1205,403209,5249348,800,107
1206,403370,5244360,816,172
1207,403432,5244491,817,175
1208,403471,5259182,757,56
1209,403525,5244598,817,25
1210,403544,5270998,714,130.5
1211,403549,5278276,713,114
1212,403627,5280243,705,109
1213,403637,5262193,730,171
1214,403682,5254157,808,123
1215,403697,5254040,808,114
1216,403698,5260274,734,66
1217,403817,5280282,701,105
1218,403898,5280137,698,105
1219,403903,5260349,736,59
1220,403904,5277886,712,124
1221,403922,5261935,729,153
1222,404033,5261775,726,143
1223,404051,5255075,814,84
1224,404055,5267735,694,37
1225,404142,5255074,813,88
1226,404170,5280291,699,101
1227,404209,5279569,698,79
1228,404218,5260069,731,55
1229,404302,5261071,733,158
1230,404307,5261337,730,147
1231,404322,5260359,726,29
1232,404330,5249218,804,94
1233,404356,5260198,730,51
1234,404431,5280002,695,105
1235,404447,5259064,740,49
1236,404452,5260836,728,40
1237,404496,5260608,727,8
1238,404601,5259258,737,53
1239,404634,5264773,736,173
1240,404646,5280096,697,103
1241,404736,5249275,803,79
1242,404750,5264652,739,159
1243,404812,5264765,736,179
1244,404839,5263940,739,172
1245,404844,5259358,733,73
1246,404912,5259425,732,39
1247,404993,5263809,737,179
1248,405037,5249284,805,91
1249,405445,5252164,813,60
1250,405491,5277999,683,104
1251,405562,5251640,842,106
1252,405574,5278021,682,103
1253,405673,5269586,698,21
1254,405695,5278049,681,113
1255,406179,5252453,784,46
1256,406875,5253142,800,112
1257,406945,5253259,784,15
1258,407027,5264861,721,89
1259,407041,5265113,721,77
1260,407260,5252746,801,111
1261,407613,5266656,715,160
1262,407646,5266770,713,158
1263,407667,5266917,713,163
1264,407719,5266542,716,152
1265,407784,5276422,681,149
1266,407803,5258129,719,12
1267,407840,5266354,714,154
1268,407860,5262227,778,60
1269,407868,5261935,769,16
1270,407902,5262060,775,31
1271,408015,5262355,778,72
1272,408112,5265616,710,160
1273,408347,5273740,715,134
1274,408461,5260738,756,29
1275,408539,5247067,825,127
1276,408571,5249604,813,148
1277,408809,5249397,813,139
1278,408865,5263479,782,87
1279,408972,5251972,800,71
1280,408984,5277714,713,98
1281,409008,5249153,835,123
1282,409031,5270865,759,62
1283,409086,5267397,692,163
1284,409103,5270904,759,62.1
1285,409161,5270938,758,49
1286,409169,5271011,758,54
1287,409212,5269521,731,61
1288,409231,5248981,833,126
1289,409488,5271198,751,54.9
1290,409488,5271198,751,54
1291,409493,5248786,829,137
1292,409528,5271232,755,60.3
1293,409657,5279954,729,113.5
1294,409658,5279951,729,115.8
1295,409658,5257990,778,168
1296,409776,5276854,702,81
1297,409814,5252296,758,83
1298,409856,5278094,700,51.8
1299,409880,5250034,793,89
1300,409905,5277523,760,140
1301,409929,5277385,758,154
1302,409960,5248123,794,139
1303,409979,5268959,702,77
1304,409983,5277292,756,158
1305,410029,5277081,758,156
1306,410053,5277976,705,159.2
1307,410064,5278140,707,163.3
1308,410113,5277665,711,162.9
1309,410204,5281567,739,81
1310,410232,5250101,793,95
1311,410321,5279541,718,108
1312,410333,5272031,750,100.1
1313,410360,5277179,768,14
1314,410392,5272013,746,113.7
1315,410427,5277254,771,17
1316,410440,5271762,745,80
1317,410446,5273911,722,125
1318,410451,5271958,742,95
1319,410641,5271641,745,49.5
1320,410707,5277454,745,114
1321,410739,5271657,739,68.3
1322,410811,5269579,767,38
1323,410820,5277458,746,115
1324,410850,5274415,728,144
1325,410852,5277329,747,121
1326,410899,5261657,804,41
1327,410971,5270088,763,11
1328,411005,5271797,748,94
1329,411054,5270246,759,14
1330,411090,5274134,724,132.8
1331,411149,5271760,745,87.9
1332,411186,5276966,747,134
1333,411223,5259606,817,23
1334,411255,5276916,744,134.4
1335,411266,5269953,779,104
1336,411287,5259687,819,40
1337,411293,5271782,752,93.6
1338,411294,5279480,723,52.3
1339,411333,5259102,796,18
1340,411352,5280764,784,28
1341,411419,5276853,740,127
1342,411437,5276697,747,138
1343,411474,5272132,746,81
1344,411475,5259504,820,41
1345,411481,5263191,804,94
1346,411502,5280894,781,84
1347,411564,5272179,745,66.4
1348,411571,5271991,752,54.3
1349,411627,5258310,793,72
1350,411712,5278823,771,21.6
1351,411736,5278445,761,141
1352,411746,5259837,795,23
1353,411762,5262888,801,98
1354,411783,5278960,771,17
1355,411868,5278261,759,126
1356,411900,5287032,754,40
1357,411962,5258492,800,76
1358,411974,5278279,757,38
1359,411998,5272124,752,97
1360,412029,5280626,780,178.6
1361,412040,5270092,760,26
1362,412064,5281399,758,120
1363,412071,5276117,707,55
1364,412136,5281309,760,156
1365,412141,5272098,751,102
1366,412152,5264710,742,62
1367,412191,5272128,751,86.2
1368,412221,5258986,812,126
1369,412230,5279435,773,112
1370,412262,5280996,776,31
1371,412288,5262465,801,75
1372,412352,5278440,758,60
1373,412395,5263128,747,59
1374,412411,5281206,778,39
1375,412423,5294679,751,155
1376,412445,5294702,749,136
1377,412492,5294560,752,126
1378,412503,5294512,752,141
1379,412536,5294499,751,155
1380,412618,5258529,799,106
1381,412681,5279086,762,89
1382,412718,5282233,763,96
1383,412798,5282239,761,89
1384,412887,5272024,745,98
1385,412903,5270751,779,37
1386,412907,5258510,823,87
1387,412909,5258109,794,160
1388,412921,5257973,791,178
1389,412928,5258432,823,79
1390,413021,5298124,787,154
1391,413056,5298108,787,138
1392,413075,5258468,823,77
1393,413082,5262434,795,88
1394,413136,5270611,779,65
1395,413167,5257848,816,78
1396,413170,5258577,816,70
1397,413191,5271648,742,94
1398,413224,5297985,786,163
1399,413262,5271757,744,109
1400,413309,5262460,795,87
1401,413315,5257821,814,98
1402,413383,5271013,761,19
1403,413424,5256742,791,145
1404,413563,5281938,785,61.7
1405,413601,5257111,814,69
1406,413683,5271742,747,86
1407,413782,5255485,784,54
1408,413786,5271744,749,80
1409,413838,5256341,791,147
1410,413971,5271634,750,95
1411,413985,5264046,731,9
1412,414186,5293230,769,18
1413,414188,5288760,788,72
1414,414206,5293380,767,4.8
1415,414206,5293380,769,6
1416,414257,5293488,766,14
1417,414291,5265574,747,29
1418,414292,5265580,747,31
1419,414309,5283526,766,72
1420,414326,5265414,735,10
1421,414337,5261038,788,105
1422,414360,5251516,790,37
1423,414369,5265766,743,12
1424,414371,5293814,769,15
1425,414380,5294108,772,359
1426,414392,5293628,766,17
1427,414398,5293903,769,20
1428,414412,5293725,768,17
1429,414418,5294006,770,8
1430,414427,5273512,727,144
1431,414464,5288925,785,71
1432,414484,5278116,740,130
1433,414521,5260901,791,8
1434,414543,5251799,794,59
1435,414593,5257504,810,152
1436,414598,5275997,779,93
1437,414601,5261056,789,19
1438,414608,5278178,744,171
1439,414614,5300893,829,44
1440,414614,5300893,831,44
1441,414618,5266082,742,16
1442,414639,5289042,792,76
1443,414644,5256359,811,162
1444,414688,5267490,770,47
1445,414695,5261268,758,100
1446,414723,5271735,750,89
1447,414758,5275965,781,99.4
1448,414775,5289062,791,80
1449,414799,5275915,783,104
1450,414849,5271570,751,108
1451,414859,5267635,767,46
1452,414859,5290544,782,117
1453,414865,5301253,832,47
1454,414892,5256588,838,54
1455,414936,5256535,838,38
1456,414946,5275929,777,96
1457,414974,5288131,800,176
1458,414977,5255777,806,169
1459,414985,5271542,750,112
1460,414996,5255628,801,162
1461,415002,5288210,798,18
1462,415007,5275972,771,84.3
1463,415010,5288318,799,156
1464,415022,5275917,780,90.8
1465,415031,5301382,831,46
1466,415032,5255517,801,165
1467,415035,5255418,798,162
1468,415042,5289111,789,78
1469,415050,5257582,833,53
1470,415064,5251636,798,71
1471,415076,5275962,781,92
1472,415214,5267034,763,29
1473,415342,5275997,775,94
1474,415374,5267797,773,125
1475,415408,5275980,777,99.1
1476,415477,5268019,767,19
1477,415495,5275982,779,88.1
1478,415506,5264268,737,137
1479,415528,5275961,778,96.4
1480,415592,5268583,769,154
1481,415593,5275953,777,101
1482,415690,5275928,783,110
1483,415742,5268261,770,149
1484,415768,5275898,783,113.3
1485,415840,5275908,782,107.2
1486,415902,5275889,782,102
1487,415987,5275865,776,99
1488,416018,5275802,774,102
1489,416061,5277792,786,173
1490,416104,5277566,775,168
1491,416198,5277281,794,156
1492,416204,5270838,773,56
1493,416312,5269607,803,61
1494,416353,5276501,782,175
1495,416382,5276808,782,161
1496,416495,5266492,767,17
1497,416540,5285008,762,117
1498,416589,5272152,736,27
1499,416642,5266488,775,118
1500,417005,5265056,805,70
1501,417216,5265242,805,24
1502,417291,5266657,761,113
1503,417320,5284908,762,36
1504,417378,5265447,805,32
1505,417393,5266631,763,98
1506,417830,5287096,772,146
1507,417830,5287096,773,146.2
1508,417853,5286995,770,144.1
1509,417895,5286852,773,144.6
1510,417895,5286852,773,145
1511,417956,5286750,769,147.3
1512,418032,5286615,772,152.1
1513,418032,5286615,772,154
1514,418032,5287301,765,47
1515,418032,5287301,765,48
1516,418087,5275169,774,160
1517,418134,5287380,762,61.8
1518,418134,5287380,763,62
1519,418191,5274836,773,163
1520,418204,5282178,814,39
1521,418284,5274741,777,120
1522,418291,5275109,773,90
1523,418308,5287406,765,79.4
1524,418359,5289393,788,110
1525,418386,5275117,772,101
1526,418446,5287417,770,84.2
1527,418446,5287417,770,83
1528,418461,5275046,770,143
1529,418531,5265936,796,112
1530,418535,5273639,756,5
1531,418551,5273765,758,25
1532,418590,5273470,751,156
1533,418618,5265739,798,122
1534,418651,5273948,759,43
1535,418654,5289292,789,110
1536,418713,5282453,772,10
1537,418719,5282521,771,40
1538,418727,5274634,770,105
1539,418820,5289233,790,111
1540,418864,5265434,802,112
1541,418911,5265121,797,121
1542,418945,5273260,734,17
1543,418985,5273339,736,31
1544,419026,5273423,737,39
1545,419075,5264324,758,171
1546,419277,5285200,765,154
1547,419380,5280875,830,62
1548,419451,5262252,802,119
1549,419470,5280928,831,70
1550,419585,5280624,828,60
1551,419607,5280791,829,83
1552,419681,5265545,794,48
1553,419850,5262044,799,99
1554,419874,5280332,836,156
1555,419883,5262099,801,116
1556,419889,5264636,793,109
1557,419916,5262023,795,124
1558,419934,5287628,783,122
1559,420013,5261179,790,152
1560,420049,5261629,795,0
1561,420103,5279802,836,140
1562,420190,5280900,829,91
1563,420240,5264769,813,146
1564,420414,5264347,799,64
1565,420420,5280853,828,80
1566,420449,5271490,748,104
1567,420511,5286562,779,123
1568,420536,5279759,835,129
1569,420544,5280905,828,45
1570,420593,5279564,835,133
1571,420661,5279564,835,126
1572,420685,5261457,805,54
1573,420823,5261789,802,89
1574,420869,5262629,805,131
1575,420935,5279710,816,118
1576,421009,5267129,813,161
1577,421054,5261624,807,105
1578,421055,5262499,815,137
1579,421146,5262352,815,156
1580,421166,5266921,830,73
1581,421300,5262050,815,161
1582,421363,5260769,824,164
1583,421411,5260736,825,159
1584,421417,5261819,810,167
1585,421421,5260574,820,78
1586,421444,5260644,826,8
1587,421510,5261637,806,143
1588,421569,5278155,813,31
1589,421596,5261845,811,10
1590,421607,5261776,814,150
1591,421648,5278023,808,41
1592,421813,5261599,807,121
1593,421813,5272625,785,6
1594,421823,5280527,834,76
1595,421825,5272818,786,27
1596,421868,5261589,809,100
1597,421872,5261822,806,53
1598,421900,5274968,769,127
1599,421913,5262368,811,29
1600,421930,5261601,808,68
1601,422003,5272903,791,128
1602,422023,5261711,804,49
1603,422050,5275469,761,63
1604,422354,5262381,821,111
1605,422386,5265352,809,172
1606,422436,5265199,811,163
1607,422446,5290670,775,32
1608,422477,5290744,775,45
1609,422537,5269415,791,62
1610,422579,5281532,841,160
1611,422681,5269056,788,105
1612,422717,5269613,792,78
1613,422930,5267072,807,121
1614,422973,5267059,806,88
1615,423295,5266225,806,104
1616,424010,5282190,832,99
1617,424143,5282239,832,77
1618,424183,5266420,803,132
1619,424191,5283334,826,46
1620,424263,5266277,812,104
1621,424336,5282294,833,91
1622,424453,5282170,835,92
1623,424540,5266228,821,28
1624,424632,5265942,800,1
1625,424709,5266176,802,10
1626,424722,5266406,802,172
1627,424765,5266585,795,14
1628,426800,5271719,787,129
1629,428990,5271610,798,114
1630,428997,5270939,792,41
1631,429174,5271547,797,88
1632,397528,5279428,737,18
1633,374499,5271662,843,111
1634,402751,5280694,701,116
1635,402963,5280724,700,118
1636,410784,5296756,760,154
1637,410785,5296583,757,149
1638,409678,5297924,766,122
1639,414080,5294313,776,113
1640,409408,5272505,738,93
1641,409483,5271897,751,72
1642,409304,5271831,752,81
1643,409221,5271791,753,80
1644,407519,5270934,701,59
1645,408605,5270330,717,75
1646,409668,5269423,700,105
1647,374405,5271746,836,148
1648,369006,5267015,850,8
1649,366565,5266382,875,124
1650,365916,5266034,880,122
1651,363329,5265729,868,133
1652,363115,5265848,866,102
1653,362999,5265839,866,90
1654,349822,5265559,822,33
1655,342415,5262557,890,109
1656,340839,5261446,898,66
1657,338745,5261177,916,142
1658,372599,5249522,782,104
1659,367856,5250033,822,155
1660,382175,5253613,821,44
1661,375956,5281819,800,58
1662,376358,5283245,788,18
1663,395139,5290429,746,115
1664,401063,5285995,720,53
1665,401945,5285224,681,105
1666,401920,5285172,681,61
1667,402273,5284434,681,84
1668,402445,5283969,681,103
1669,369065,5267186,883,128
1670,368911,5267363,885,155
1671,384792,5286534,776,116
1672,395402,5282335,791,124
1673,397411,5282696,711,29
1674,397638,5282709,716,29
1675,401568,5282338,710,126
1676,401709,5282142,710,145
1677,396813,5260472,755,178
1678,396765,5260579,751,1
1679,396754,5260754,755,16
1680,396841,5260862,767,16
1681,394675,5259680,762,105
1682,394483,5259682,763,86
1683,377536,5257704,833,149
1684,379021,5258109,846,79
1685,378662,5259220,841,134
1686,387420,5265343,778,133
1687,387435,5265437,774,129
1688,392355,5270524,799,179
1689,392317,5270698,796,168
1690,392273,5270903,796,162
1691,391980,5274456,800,123
1692,391846,5274603,812,114
1693,391882,5283208,823,104
1694,393718,5283407,761,39
1695,397612,5280663,742,23
1696,400048,5273113,748,122
1697,400312,5271832,761,146
1698,403208,5271867,705,62
1699,369512,5243135,791,123
1700,363703,5241069,808,11
1701,336565,5242547,849,140
1702,335964,5240151,888,63
1703,347821,5241790,832,125
1704,346454,5245938,864,90
1705,344997,5249396,864,84
1706,343801,5251710,887,64
1707,343623,5251741,884,71
1708,339153,5254867,899,76
1709,339264,5254961,899,83
1710,334015,5262208,925,28
1711,333921,5262748,918,152
1712,329952,5271614,850,80
1713,329844,5272853,876,108
1714,329868,5272840,876,129
1715,330009,5272996,868,12
1716,332023,5272148,845,154
1717,333496,5272614,845,129
1718,333402,5272722,845,126
1719,333261,5272827,846,109
1720,333305,5272752,846,121
1721,333368,5272676,845,163
1722,333731,5272538,843,70
1723,333840,5272607,844,49
1724,333895,5272663,844,19
1725,334124,5272449,842,111
1726,332904,5270664,847,95
1727,332984,5270653,846,41
1728,333581,5271344,856,63
1729,333676,5271410,842,143
1730,336290,5271458,836,70
1731,343568,5270323,839,84
1732,344886,5270485,836,51
1733,344954,5270554,836,40
1734,345401,5270789,840,114
1735,388947,5293743,774,152
1736,388859,5293937,778,162
1737,388814,5294190,778,175
1738,389219,5293633,777,34
1739,387066,5291954,778,68
1740,386541,5291237,808,118
1741,392229,5290065,756,22
1742,393140,5282817,815,109
1743,394228,5277833,756,136
1744,394375,5276831,755,167
1745,389839,5275945,807,29
1746,389763,5275822,807,38
1747,389374,5275522,811,50
1748,388727,5274979,807,57
1749,388851,5275026,809,53
1750,326886,5247761,915,130
1751,328176,5247547,900,116
1752,327184,5247538,909,114
1753,327393,5247476,910,79
1754,352882,5246637,843,85
1755,354271,5261390,872,81
1756,354994,5263239,875,119
1757,353773,5264962,856,42
1758,353606,5264783,860,39
1759,345873,5267071,822,118
1760,345965,5266765,833,15
1761,345654,5266195,836,145
1762,345966,5266064,832,135
1763,346535,5264806,848,43
1764,345758,5264523,836,136
1765,343566,5263092,901,110
1766,340199,5261938,899,162
1767,339206,5261978,905,64
1768,335882,5262585,940,30
1769,403395,5277570,754,6
1770,404008,5277699,708,124
1771,411886,5275790,697,49
1772,412008,5279519,762,36
1773,422814,5298380,728,83
1774,421335,5295693,768,123
1775,421450,5295592,765,120
1776,419126,5291606,800,82
1777,416772,5290011,789,116
1778,415702,5287503,788,93
1779,415677,5287508,789,108
1780,333109,5274279,868,21
1781,390462,5286377,763,70
1782,335980,5272558,850,46
1783,336100,5272549,846,101
1784,335884,5273047,840,65
1785,337597,5273688,837,158
1786,337638,5273596,827,107
1787,350973,5268044,819,66
1788,334882,5275524,851,93
1789,335514,5275263,849,55
1790,335476,5275234,848,74
1791,336694,5274210,845,125
1792,337887,5271162,828,111
1793,338560,5270332,847,11
1794,340315,5270448,838,157
1795,376746,5278103,775,118
1796,358551,5266952,789,138
1797,358575,5266920,789,157
1798,362085,5270680,800,62
1799,368923,5271202,838,39
1800,393488,5280020,757,145
1801,337492,5268623,861,131
1802,341175,5270290,840,46
1803,334709,5274586,865,52
1804,335652,5274687,847,110
1805,336171,5274843,838,71
1806,368463,5273681,806,34
1807,387610,5289305,795,176
1808,388991,5287685,796,111
1809,394316,5288390,748,117
1810,394458,5288258,749,109
1811,394105,5288488,746,96
1812,397183,5287660,726,168
1813,397240,5287590,727,128
1814,397277,5287450,725,128
1815,397738,5287390,723,97
1816,397834,5287296,725,90
1817,397969,5287466,721,66
1818,353000,5265790,816,48
1819,360872,5271288,777,114
1820,368676,5274152,799,114
1821,335612,5274884,841,158
1822,394470,5260085,759,73
1823,394398,5260145,760,102
1824,393978,5260117,766,55
1825,397006,5261257,728,175
1826,338806,5269221,842,122
1827,339689,5269659,855,81
1828,340883,5269897,852,61
1829,363257,5273205,812,132
1830,363505,5274134,792,108
1831,367184,5276213,775,117
1832,327765,5266082,942,68
1833,328012,5266105,940,85
1834,328179,5266057,937,92
1835,328328,5266080,936,76
1836,328439,5266143,933,75
1837,328537,5266126,932,77
1838,328430,5266469,919,119
1839,327946,5263676,924,96
1840,333365,5270032,856,20
1841,333246,5269714,851,56
1842,334257,5269096,846,97
1843,334405,5269036,846,87
1844,334448,5269605,847,160
1845,334281,5269841,852,128
1846,334154,5269938,853,126
1847,334656,5270097,843,44
1848,341017,5271385,841,49
1849,350242,5268528,811,84
1850,362667,5272949,788,106
1851,367125,5275812,785,123
1852,368201,5275607,781,123
1853,377259,5276450,803,107
1854,376665,5276499,788,83
1855,378389,5276326,841,66
1856,377933,5276288,840,135
1857,327997,5266440,927,83
1858,327429,5266262,937,26
1859,327290,5266230,930,52
1860,326533,5266406,937,113
1861,326387,5266391,935,128
1862,326580,5264967,938,120
1863,327035,5271051,880,48
1864,325640,5268184,950,102
1865,326031,5267517,952,177
1866,326061,5267371,951,142
1867,325983,5267321,944,158
1868,325874,5267302,941,167
1869,331635,5263647,922,14
1870,332737,5263210,912,3
1871,332773,5263031,914,29
1872,366673,5248476,834,48
1873,365350,5255150,830,138
1874,365517,5255049,828,131
1875,365287,5255225,831,130
1876,365013,5255334,827,135
1877,366436,5255906,833,144
1878,366569,5255769,832,114
1879,363395,5256984,839,62
1880,363350,5257347,842,54
1881,360294,5259692,859,31
1882,357235,5263701,820,109
1883,357574,5265019,812,80
1884,362313,5269145,802,60
1885,363092,5270014,814,41
1886,363483,5270535,817,68
1887,363600,5270966,817,125
1888,361571,5270319,807,102
1889,361663,5270310,805,79
1890,362927,5270625,808,46
1891,364668,5270946,873,137
1892,366704,5270956,875,24
1893,368299,5271487,851,11
1894,394525,5262208,737,125
1895,392776,5263919,746,23
1896,392700,5263848,748,24
1897,392288,5262926,820,173
1898,392303,5262787,820,160
1899,395268,5258819,770,82
1900,395898,5250709,744,81
1901,393675,5247359,751,37
1902,393652,5247269,750,19
1903,393757,5246393,733,75
1904,393573,5246463,731,18
1905,393479,5246238,733,82
1906,392671,5246902,739,68
1907,392827,5246883,737,65
1908,392519,5247145,750,63
1909,386415,5246956,752,130
1910,382507,5250183,809,76
1911,381227,5251287,795,47
1912,381335,5251343,793,59
1913,380801,5252416,802,100
1914,380728,5255633,820,111
1915,380548,5255717,826,100
1916,379905,5256211,844,77
1917,380294,5260530,823,156
1918,380390,5262036,783,37
1919,412060,5299133,764,55
1920,380183,5267083,831,128
1921,380355,5266948,828,125
1922,380217,5267639,810,100
1923,380259,5269515,818,62
1924,381638,5269753,817,69
1925,382005,5269769,811,61
1926,382250,5270094,853,77
1927,384089,5269549,823,14
1928,384001,5269378,822,53
1929,384117,5269283,804,177
1930,388580,5274517,814,39
1931,392215,5279034,771,78
1932,392161,5280720,770,87
1933,392978,5273754,751,121
1934,396833,5275110,733,19
1935,396816,5275364,733,25
1936,400819,5276431,697,14
1937,401822,5276096,700,24
1938,403817,5276493,711,110
1939,405831,5276951,709,89
1940,404849,5276969,704,98
1941,402594,5276861,714,120
1942,403387,5278810,717,95
1943,404487,5278720,707,115
1944,405005,5278655,699,118
1945,404273,5279379,700,64
1946,404150,5279340,701,29
1947,403244,5276599,706,93
1948,403674,5276479,708,104
1949,401797,5276273,702,13
1950,401154,5275832,707,88
1951,403012,5278256,720,120
1952,403525,5278112,728,82
1953,401984,5279183,730,125
1954,397787,5268460,751,72
1955,397936,5268722,753,157
1956,398282,5267892,742,109
1957,397710,5265732,757,89
1958,398407,5264733,762,43
1959,398446,5264787,762,21
1960,398466,5264875,761,8
1961,399056,5263750,754,151
1962,399029,5263828,756,164
1963,399198,5263821,754,147
1964,400134,5261556,696,68
1965,401615,5263306,743,168
1966,401462,5263922,748,168
1967,401506,5264232,747,158
1968,400237,5265421,751,29
1969,399683,5263697,730,17
1970,399315,5263333,764,109
1971,399062,5263250,748,154
1972,396909,5264564,727,59
1973,395879,5263286,727,89
1974,395742,5261707,764,59
1975,393013,5260825,744,97
1976,411778,5298281,753,76
1977,409200,5294186,757,74
1978,412703,5291941,749,128
1979,412551,5292158,744,120
1980,412693,5292152,744,108
1981,406192,5293707,760,150
1982,408653,5292654,761,65
1983,408894,5292674,773,44
1984,410490,5287474,720,119
1985,411154,5287530,744,103
1986,407101,5284089,727,175
1987,407163,5283925,729,159
1988,409976,5279488,719,120
1989,410142,5279355,723,118
1990,410301,5279363,721,120
1991,394598,5268061,758,115
1992,410537,5279423,715,114
1993,394732,5267826,752,102
1994,394543,5267651,750,105
1995,396413,5262662,718,35
1996,390911,5261875,752,131
1997,388912,5263710,804,170
1998,389680,5266838,750,89
1999,390383,5272989,784,110
2000,390506,5273288,774,121
2001,391179,5274344,783,41
2002,391924,5275104,753,124
2003,391304,5275545,760,110
2004,391515,5275907,767,173
2005,391437,5276121,767,120
2006,391726,5279732,772,38
2007,393357,5282717,814,117
2008,393346,5282624,810,118
2009,391647,5283878,816,117
2010,390381,5287444,781,115
2011,397944,5271857,785,39
2012,403259,5270725,695,94
2013,403094,5270502,698,156
2014,401595,5264073,746,138
2015,397079,5261524,724,166
2016,396944,5261866,723,174
2017,397075,5261617,723,169
2018,396424,5260137,754,39
